MisutenaideDaisy	MomoyamaHaikagura	1.0
MisutenaideDaisy	JijiBabaFight	0.944444
MisutenaideDaisy	SayonaraZetsubouSenseiSt	0.947368
MisutenaideDaisy	HarukaRefrain	1.0
MisutenaideDaisy	OlympusNoBoron	1.0
MisutenaideDaisy	DualJustice	0.809524
MisutenaideDaisy	EvaLady	0.909091
MisutenaideDaisy	MoeruOnisan_vol19	0.952381
MisutenaideDaisy	MunakataKyoujiuDenkikou	0.958333
MisutenaideDaisy	TaiyouNiSmash	0.95
MisutenaideDaisy	ToutaMairimasu	0.863636
MisutenaideDaisy	MagicStarGakuin	0.947368
MisutenaideDaisy	UltraEleven	0.727273
MisutenaideDaisy	DollGun	0.904762
MisutenaideDaisy	KarappoHighschool	0.956522
MisutenaideDaisy	BurariTessenTorimonocho	1.0
MisutenaideDaisy	LoveHina_vol01	0.857143
MisutenaideDaisy	AisazuNihaIrarenai	0.85
MisutenaideDaisy	Raphael	0.956522
MisutenaideDaisy	SeisinkiVulnus	0.952381
MisutenaideDaisy	EverydayOsakanaChan	0.9
MisutenaideDaisy	LoveHina_vol14	0.952381
MisutenaideDaisy	BakuretsuKungFuGirl	0.904762
MisutenaideDaisy	SayonaraZetsubouSenseiEd	1.0
MisutenaideDaisy	JangiriPonpon	0.954545
MisutenaideDaisy	SyabondamaKieta	0.9
MisutenaideDaisy	Donburakokko	0.8
MisutenaideDaisy	GakuenNoise	1.0
MisutenaideDaisy	YoumaKourin	0.909091
MisutenaideDaisy	MiraiSan	1.0
MisutenaideDaisy	YukiNoFuruMachi	0.95
MisutenaideDaisy	TapkunNoTanteisitsu	0.909091
MisutenaideDaisy	HaruichibanNoFukukoro	0.952381
MisutenaideDaisy	AkkeraKanjinchou	0.9
MisutenaideDaisy	MeteoSanStrikeDesu	1.0
MisutenaideDaisy	ParaisoRoad	1.0
MisutenaideDaisy	PsychoStaff	0.9
MisutenaideDaisy	MitsumeGaTooru	0.863636
MisutenaideDaisy	SaladDays_vol18	0.75
MisutenaideDaisy	KimiHaBokuNoTaiyouDa	0.954545
MisutenaideDaisy	TouyouKidan	0.916667
MisutenaideDaisy	HyougeMono	1.0
MisutenaideDaisy	ReveryEarth	0.904762
MisutenaideDaisy	TsubasaNoKioku	0.952381
MisutenaideDaisy	HinagikuKenzan	1.0
MisutenaideDaisy	SaladDays_vol01	0.75
MisutenaideDaisy	RinToSiteSippuNoNaka	0.961538
MisutenaideDaisy	HighschoolKimengumi_vol01	0.857143
MisutenaideDaisy	HanzaiKousyouninMinegishiEitarou	1.0
MisutenaideDaisy	OL_Lunch	0.944444
MisutenaideDaisy	HisokaReturns	0.8
MisutenaideDaisy	MukoukizuNoChonbo	1.0
MisutenaideDaisy	Arisa	0.809524
MisutenaideDaisy	UnbalanceTokyo	0.9
MisutenaideDaisy	TennenSenshiG	0.75
MisutenaideDaisy	WarewareHaOniDearu	0.904762
MisutenaideDaisy	Akuhamu	0.947368
MisutenaideDaisy	MemorySeijin	0.952381
MisutenaideDaisy	SonokiDeABC	0.952381
MisutenaideDaisy	ByebyeC-BOY	1.0
MisutenaideDaisy	Hamlet	0.965517
MisutenaideDaisy	KuroidoGanka	0.952381
MisutenaideDaisy	SamayoeruSyonenNiJunaiWo	1.0
MisutenaideDaisy	Buddha	0.954545
MisutenaideDaisy	Count3DeKimeteAgeru	0.857143
MisutenaideDaisy	LancelotFullThrottle	0.761905
MisutenaideDaisy	RisingGirl	0.913043
MisutenaideDaisy	YamatoNoHane	1.0
MisutenaideDaisy	Belmondo	1.0
MisutenaideDaisy	BEMADER_P	0.818182
MisutenaideDaisy	KonnaBlackJackWaIyada	0.947368
MisutenaideDaisy	MagicianLoad	0.95
MisutenaideDaisy	ShimatteIkouze_vol01	0.954545
MisutenaideDaisy	Jin	0.952381
MisutenaideDaisy	GinNoChimera	0.952381
MisutenaideDaisy	KoukouNoHitotachi	1.0
MisutenaideDaisy	EienNoWith	1.0
MisutenaideDaisy	DareMoNeteWaNaranu	1.0
MisutenaideDaisy	Jyovolley	0.8
MisutenaideDaisy	BokuHaSitatakaKun	0.952381
MisutenaideDaisy	HighschoolKimengumi_vol20	0.95
MisutenaideDaisy	YumeNoKayoiji	0.904762
MisutenaideDaisy	NichijouSoup	0.904762
MisutenaideDaisy	UchuKigekiM774	0.894737
MisutenaideDaisy	MAD_STONE	0.952381
MisutenaideDaisy	MariaSamaNihaNaisyo	1.0
MisutenaideDaisy	ShimatteIkouze_vol26	0.954545
MisutenaideDaisy	MoeruOnisan_vol01	0.85
MisutenaideDaisy	ARMS	1.0
MisutenaideDaisy	MutekiBoukenSyakuma	0.9
MisutenaideDaisy	MadouTaiga	0.842105
MisutenaideDaisy	TasogareTsushin	0.952381
MisutenaideDaisy	GarakutayaManta	1.0
MisutenaideDaisy	Nekodama	0.956522
MisutenaideDaisy	OhWareraRettouSeitokai	0.952381
MisutenaideDaisy	TensiNoHaneToAkumaNoShippo	0.9
MisutenaideDaisy	MayaNoAkaiKutsu	0.95
MisutenaideDaisy	UchiNoNyan'sDiary	1.0
MisutenaideDaisy	KyokugenCyclone	1.0
MisutenaideDaisy	PrismHeart	1.0
MisutenaideDaisy	AosugiruHaru	1.0
MisutenaideDaisy	That'sIzumiko	1.0
MisutenaideDaisy	PLANET7	0.952381
MisutenaideDaisy	TotteokiNoABC	0.95
MisutenaideDaisy	YasasiiAkuma	0.95
MisutenaideDaisy	Joouari	1.0
MisutenaideDaisy	PrayerHaNemurenai	1.0
MisutenaideDaisy	Ningyoushi	0.95
MisutenaideDaisy	YumeiroCooking	0.952381
MisutenaideDaisy	Saisoku	1.0
MisutenaideDaisy	PikaruGenkiDesu	1.0
MisutenaideDaisy	KatteNiKaizoEd	0.954545
MisutenaideDaisy	HealingPlanet	0.9
MisutenaideDaisy	Kiseiju	1.0
MisutenaideDaisy	BlackJack	0.869565
MisutenaideDaisy	HeiseiJimen	0.909091
MisutenaideDaisy	GOOD_KISS_Ver2	0.95
MisutenaideDaisy	KatteNiKaizoSt	0.761905
MisutenaideDaisy	PlatinumJungle	0.95
MisutenaideDaisy	AppareKappore	0.952381
MomoyamaHaikagura	JijiBabaFight	1.0
MomoyamaHaikagura	SayonaraZetsubouSenseiSt	1.0
MomoyamaHaikagura	HarukaRefrain	1.0
MomoyamaHaikagura	OlympusNoBoron	1.0
MomoyamaHaikagura	DualJustice	1.0
MomoyamaHaikagura	EvaLady	1.0
MomoyamaHaikagura	MoeruOnisan_vol19	1.0
MomoyamaHaikagura	MunakataKyoujiuDenkikou	0.944444
MomoyamaHaikagura	TaiyouNiSmash	0.857143
MomoyamaHaikagura	ToutaMairimasu	1.0
MomoyamaHaikagura	MagicStarGakuin	0.923077
MomoyamaHaikagura	UltraEleven	1.0
MomoyamaHaikagura	DollGun	0.933333
MomoyamaHaikagura	KarappoHighschool	1.0
MomoyamaHaikagura	BurariTessenTorimonocho	1.0
MomoyamaHaikagura	LoveHina_vol01	0.933333
MomoyamaHaikagura	AisazuNihaIrarenai	1.0
MomoyamaHaikagura	Raphael	1.0
MomoyamaHaikagura	SeisinkiVulnus	1.0
MomoyamaHaikagura	EverydayOsakanaChan	1.0
MomoyamaHaikagura	LoveHina_vol14	0.8
MomoyamaHaikagura	BakuretsuKungFuGirl	1.0
MomoyamaHaikagura	SayonaraZetsubouSenseiEd	1.0
MomoyamaHaikagura	JangiriPonpon	1.0
MomoyamaHaikagura	SyabondamaKieta	0.928571
MomoyamaHaikagura	Donburakokko	1.0
MomoyamaHaikagura	GakuenNoise	1.0
MomoyamaHaikagura	YoumaKourin	0.9375
MomoyamaHaikagura	MiraiSan	0.9375
MomoyamaHaikagura	YukiNoFuruMachi	0.785714
MomoyamaHaikagura	TapkunNoTanteisitsu	1.0
MomoyamaHaikagura	HaruichibanNoFukukoro	0.933333
MomoyamaHaikagura	AkkeraKanjinchou	0.785714
MomoyamaHaikagura	MeteoSanStrikeDesu	0.9375
MomoyamaHaikagura	ParaisoRoad	0.933333
MomoyamaHaikagura	PsychoStaff	0.928571
